Station,Date,NITRATE(PPM),PH,AMMONIA(mg/l),TEMP,DO,TURBIDITY,MANGANESE(mg/l)
station3,23-03-2022 04:39,72.3,6.2,0.8,22.32,2.2,252.2,1.44
station3,23-03-2022 04:59,91.2,8.4,0.7,34.01,5.4,111.9,0.93
station3,23-03-2022 05:19,88.7,8.1,0.2,28.75,5.0,106.2,0.88
station3,23-03-2022 05:39,99.0,8.8,1.0,24.23,3.2,211.5,1.68
station3,23-03-2022 05:59,97.9,6.9,0.4,29.56,4.5,197.9,1.59
station3,23-03-2022 06:19,95.2,8.2,0.2,30.84,3.9,216.2,1.79
station3,23-03-2022 06:39,37.1,7.8,0.9,26.48,4.5,174.6,1.29
station3,23-03-2022 06:59,70.5,8.2,0.6,39.16,2.3,139.7,1.57
station3,23-03-2022 07:19,60.2,8.2,0.7,38.73,4.6,265.7,1.79
station3,23-03-2022 07:39,55.9,6.3,1.0,35.95,1.6,280.3,1.32
station3,23-03-2022 07:59,61.0,7.9,1.0,32.09,1.2,131.7,1.48
station3,23-03-2022 08:19,93.7,9.0,0.8,36.24,1.3,249.2,1.09
station3,23-03-2022 08:39,56.5,8.5,0.6,25.55,4.5,102.1,1.0
station3,23-03-2022 08:59,35.7,7.2,1.0,31.12,4.8,264.1,1.57
station3,23-03-2022 09:19,53.0,8.1,0.7,31.67,3.4,292.9,1.36
station3,23-03-2022 09:39,39.2,6.9,1.0,23.81,5.5,116.1,1.55
station3,23-03-2022 09:59,40.8,6.5,0.4,22.84,4.7,113.0,1.26
station3,23-03-2022 10:19,39.5,8.5,0.9,35.1,1.4,100.0,1.33
station3,23-03-2022 10:39,97.4,8.7,0.7,29.16,5.2,134.1,0.87
station3,23-03-2022 10:59,95.8,7.9,0.6,32.44,4.6,152.7,1.71
station3,23-03-2022 11:19,77.6,7.0,0.2,33.94,1.2,297.5,1.07
station3,23-03-2022 11:39,48.9,7.4,0.8,24.75,4.7,292.9,1.34
station3,23-03-2022 11:59,75.6,7.1,0.8,23.66,5.6,227.6,1.67
station3,23-03-2022 12:19,79.4,8.0,0.9,26.64,1.7,195.3,1.53
station3,23-03-2022 12:39,38.8,6.4,0.9,29.25,1.1,173.5,1.21
station3,23-03-2022 12:59,95.8,8.3,0.3,31.61,4.4,205.6,1.71
station3,23-03-2022 13:19,54.8,8.6,0.4,25.85,5.2,107.7,1.58
station3,23-03-2022 13:39,65.4,6.3,0.2,25.86,1.4,94.2,1.24
station3,23-03-2022 13:59,33.6,6.4,0.6,25.02,2.2,106.5,1.6
station3,23-03-2022 14:19,53.6,6.8,0.4,24.35,4.0,181.7,1.86
station3,23-03-2022 14:39,93.0,7.1,0.2,37.79,3.4,210.3,0.96
station3,23-03-2022 14:59,38.5,6.3,0.6,25.66,1.4,91.7,0.95
station3,23-03-2022 15:19,48.9,8.8,0.2,31.09,4.3,118.2,1.79
station3,23-03-2022 15:39,32.5,7.1,0.9,37.83,2.7,299.5,1.5
station3,23-03-2022 15:59,98.3,9.0,1.0,36.23,4.3,105.3,1.67
station3,23-03-2022 16:19,64.4,9.1,0.9,21.93,3.0,226.4,1.55
station3,23-03-2022 16:39,68.5,6.4,0.3,25.92,2.5,147.0,1.28
station3,23-03-2022 16:59,41.7,9.1,0.2,36.76,5.2,265.1,1.18
station3,23-03-2022 17:19,70.4,7.2,0.9,35.28,4.5,207.4,1.54
station3,23-03-2022 17:39,77.7,7.1,0.9,38.32,5.7,242.1,1.45
station3,23-03-2022 17:59,87.6,7.4,0.7,31.17,1.4,180.2,1.5
station3,23-03-2022 18:19,76.0,6.7,0.8,26.3,3.4,205.5,1.16
station3,23-03-2022 18:39,57.0,9.0,0.7,28.43,3.4,269.5,1.88
station3,23-03-2022 18:59,48.2,7.6,0.4,30.39,1.6,184.2,1.41
station3,23-03-2022 19:19,56.1,6.4,1.0,35.84,4.6,231.7,1.29
station3,23-03-2022 19:39,70.5,6.9,0.6,35.37,2.5,200.1,0.95
station3,23-03-2022 19:59,57.7,8.9,0.7,32.63,4.9,235.8,1.25
station3,23-03-2022 20:19,65.9,7.9,0.8,23.27,4.8,241.4,1.26
station3,23-03-2022 20:39,49.4,7.0,0.3,28.24,5.0,293.5,1.95
station3,23-03-2022 20:59,94.5,8.2,0.9,34.07,3.3,166.1,1.49
station3,23-03-2022 21:19,37.7,8.3,0.4,33.57,3.9,114.1,0.89
station3,23-03-2022 21:39,58.9,6.3,0.9,26.67,6.2,232.8,1.99
station3,23-03-2022 21:59,55.5,8.2,0.9,39.61,4.3,201.3,0.88
station3,23-03-2022 22:19,94.6,7.4,0.9,34.07,3.4,158.2,1.59
station3,23-03-2022 22:39,86.3,6.7,1.0,28.9,3.4,101.0,1.59
station3,23-03-2022 22:59,71.1,8.4,0.3,38.83,5.0,149.1,1.19
station3,23-03-2022 23:19,64.9,9.0,0.9,31.76,3.7,143.8,1.43
station3,23-03-2022 23:39,33.2,7.6,1.0,25.53,4.2,258.3,1.85
station3,23-03-2022 23:59,35.2,8.7,0.6,28.81,3.0,282.3,0.87
station3,24-03-2022 00:19,31.6,6.1,0.6,29.07,1.5,277.6,2.0
station3,24-03-2022 00:39,50.1,7.2,0.4,25.71,5.0,125.5,0.97
station3,24-03-2022 00:59,38.2,9.1,1.0,31.45,5.4,284.1,1.79
station3,24-03-2022 01:19,79.1,7.0,0.6,31.0,1.7,247.3,1.45
station3,24-03-2022 01:39,62.7,6.5,0.4,26.94,2.9,281.9,1.22
station3,24-03-2022 01:59,90.2,7.5,0.9,29.37,4.6,238.2,1.45
station3,24-03-2022 02:19,44.4,8.7,0.7,32.32,2.9,124.5,1.77
station3,24-03-2022 02:39,96.6,7.9,0.8,36.78,5.4,118.4,1.78
station3,24-03-2022 02:59,46.3,6.9,1.0,39.44,2.5,91.8,1.8
station3,24-03-2022 03:19,81.4,6.3,0.5,36.38,6.0,148.3,0.99
station3,24-03-2022 03:39,71.6,6.6,0.6,38.05,2.0,131.2,1.31
station3,24-03-2022 03:59,91.9,7.6,0.3,34.54,3.5,202.4,1.43
station3,24-03-2022 04:19,92.6,7.6,0.8,25.67,5.9,149.0,1.76
station3,24-03-2022 04:39,47.3,6.5,0.4,37.96,3.2,200.6,1.81
station3,24-03-2022 04:59,80.3,8.0,1.0,37.84,3.6,299.3,1.24
station3,24-03-2022 05:19,84.4,8.6,1.0,38.48,4.3,254.1,1.97
station3,24-03-2022 05:39,57.3,7.4,0.3,39.65,3.0,196.2,0.85
station3,24-03-2022 05:59,87.3,9.1,0.6,25.12,4.8,164.1,1.77
station3,24-03-2022 06:19,97.9,8.7,0.8,23.34,1.6,140.7,1.22
station3,24-03-2022 06:39,50.1,7.7,0.9,27.54,2.5,114.2,0.95
station3,24-03-2022 06:59,37.3,7.3,0.8,26.12,2.9,235.8,1.78
station3,24-03-2022 07:19,64.3,8.5,0.9,33.33,1.2,166.0,1.2
station3,24-03-2022 07:39,35.7,9.1,0.3,21.75,3.1,120.4,1.77
station3,24-03-2022 07:59,39.0,6.6,1.0,39.6,6.1,183.2,1.58
station3,24-03-2022 08:19,98.3,8.7,0.7,25.49,1.4,160.9,1.86
station3,24-03-2022 08:39,65.1,8.8,0.8,34.04,1.5,227.9,1.88
station3,24-03-2022 08:59,33.6,7.0,0.4,35.47,4.5,271.1,1.54
station3,24-03-2022 09:19,73.8,6.6,0.6,22.74,4.9,127.6,1.24
station3,24-03-2022 09:39,54.7,7.7,0.7,26.37,6.2,173.8,1.97
station3,24-03-2022 09:59,34.0,8.5,0.4,34.44,3.3,263.9,0.86
station3,24-03-2022 10:19,62.4,8.7,0.9,29.25,6.2,299.7,1.7
station3,24-03-2022 10:39,50.9,9.0,0.6,35.74,5.3,199.0,0.82
station3,24-03-2022 10:59,44.4,8.2,0.3,33.17,2.1,202.9,1.03
station3,24-03-2022 11:19,35.8,9.2,0.9,26.65,2.9,200.0,1.65
station3,24-03-2022 11:39,42.7,7.5,0.3,28.98,2.0,185.6,1.95
station3,24-03-2022 11:59,49.5,7.2,0.2,29.72,5.1,124.7,1.86
station3,24-03-2022 12:19,88.4,6.4,0.2,27.03,1.4,238.1,1.45
station3,24-03-2022 12:39,37.4,6.6,0.5,25.33,3.8,259.5,1.51
station3,24-03-2022 12:59,94.6,6.6,0.5,35.2,4.4,251.1,1.88
station3,24-03-2022 13:19,82.8,7.8,0.9,24.62,3.4,105.0,1.11
station3,24-03-2022 13:39,43.0,8.7,0.6,34.43,3.3,280.7,1.53
station3,24-03-2022 13:59,71.5,8.0,0.2,31.88,1.1,267.3,1.4
station3,24-03-2022 14:19,60.8,9.1,0.7,23.48,5.2,180.6,1.55
station3,24-03-2022 14:39,69.7,7.8,0.3,35.08,6.0,231.5,1.18
station3,24-03-2022 14:59,67.2,6.6,0.3,27.24,5.5,175.6,0.96
station3,24-03-2022 15:19,72.4,6.4,0.8,29.8,4.9,146.2,1.91
station3,24-03-2022 15:39,44.6,7.5,0.9,25.31,2.9,265.6,1.56
station3,24-03-2022 15:59,75.9,8.7,0.2,38.71,5.9,210.2,1.88
station3,24-03-2022 16:19,64.5,7.4,0.9,28.87,4.3,123.3,1.49
station3,24-03-2022 16:39,40.5,8.8,1.0,24.64,5.6,221.3,0.85
station3,24-03-2022 16:59,80.0,8.1,0.6,37.99,1.3,173.2,1.02
station3,24-03-2022 17:19,69.3,6.4,0.4,29.2,3.7,201.5,1.72
station3,24-03-2022 17:39,74.4,7.8,0.2,37.17,1.0,247.3,1.89
station3,24-03-2022 17:59,91.4,8.5,0.6,33.05,5.7,165.6,1.88
station3,24-03-2022 18:19,97.6,9.2,0.6,32.88,4.2,293.1,1.79
station3,24-03-2022 18:39,48.6,8.5,1.0,27.56,2.3,132.4,1.17
station3,24-03-2022 18:59,60.0,8.6,0.9,36.65,1.5,152.8,0.89
station3,24-03-2022 19:19,79.7,6.9,1.0,30.12,5.3,285.6,1.14
station3,24-03-2022 19:39,35.3,7.8,0.8,35.66,5.6,218.5,1.09
station3,24-03-2022 19:59,65.4,6.9,0.7,29.04,3.2,279.5,0.82
station3,24-03-2022 20:19,46.9,7.9,0.8,22.19,2.2,108.8,1.37
station3,24-03-2022 20:39,74.9,7.6,0.7,34.24,1.5,134.0,0.88
station3,24-03-2022 20:59,66.4,9.2,0.5,21.19,3.2,275.3,1.62
station3,24-03-2022 21:19,44.2,8.5,0.7,24.62,4.3,217.5,0.8
station3,24-03-2022 21:39,86.6,8.6,0.4,22.96,5.7,117.8,0.91
station3,24-03-2022 21:59,74.4,7.8,0.5,21.46,6.2,256.5,1.04
station3,24-03-2022 22:19,90.7,9.1,0.7,35.8,5.9,295.7,1.49
station3,24-03-2022 22:39,92.2,7.0,0.3,22.2,6.2,263.2,1.93
station3,24-03-2022 22:59,47.7,8.8,0.4,23.93,4.5,198.3,1.39
station3,24-03-2022 23:19,83.7,8.7,0.7,30.22,6.0,130.8,1.06
station3,24-03-2022 23:39,45.8,6.5,0.9,30.81,6.0,240.9,1.96
station3,24-03-2022 23:59,86.9,8.8,0.7,22.14,2.1,280.3,1.26
station3,25-03-2022 00:19,44.1,9.1,1.0,29.7,3.2,151.8,0.95
station3,25-03-2022 00:39,74.9,7.7,0.5,31.4,2.0,225.8,1.77
station3,25-03-2022 00:59,70.6,7.3,0.3,33.08,1.4,240.8,1.41
station3,25-03-2022 01:19,63.0,6.1,0.4,30.86,3.9,271.4,2.0
station3,25-03-2022 01:39,55.4,8.1,0.7,33.35,1.7,249.8,1.8
station3,25-03-2022 01:59,31.4,8.8,0.4,36.96,2.7,292.1,1.12
station3,25-03-2022 02:19,97.6,6.2,0.8,22.08,4.8,139.8,1.47
station3,25-03-2022 02:39,74.4,8.7,0.7,25.48,4.3,109.1,1.94
station3,25-03-2022 02:59,96.8,7.2,0.8,32.66,1.5,292.7,1.88
station3,25-03-2022 03:19,63.2,6.5,0.6,36.91,5.7,199.4,1.28
station3,25-03-2022 03:39,36.9,7.7,0.8,36.38,1.6,201.3,0.98
station3,25-03-2022 03:59,61.1,8.8,0.4,32.24,3.9,127.3,1.2
station3,25-03-2022 04:19,47.0,6.7,0.5,38.43,5.9,219.2,0.82
station3,25-03-2022 04:39,50.5,6.4,0.2,30.91,3.8,241.5,1.45
station3,25-03-2022 04:59,75.0,8.3,0.6,34.33,4.7,258.0,0.86
station3,25-03-2022 05:19,31.5,9.2,0.9,21.39,1.8,252.0,1.67
station3,25-03-2022 05:39,47.9,7.8,1.0,39.52,4.1,104.4,1.98
station3,25-03-2022 05:59,73.8,8.3,0.4,25.73,1.7,127.1,0.86
station3,25-03-2022 06:19,32.9,9.2,0.9,34.59,4.3,299.2,0.88
station3,25-03-2022 06:39,93.2,6.3,0.5,38.58,5.2,297.9,1.21
station3,25-03-2022 06:59,80.0,9.2,0.2,28.91,3.0,152.6,1.52
station3,25-03-2022 07:19,88.6,8.6,0.9,39.39,3.0,177.4,1.07
station3,25-03-2022 07:39,77.6,6.3,0.4,28.18,2.1,227.1,1.38
station3,25-03-2022 07:59,57.5,8.8,0.7,35.73,3.7,173.5,1.02
station3,25-03-2022 08:19,81.3,6.4,0.8,26.4,1.6,282.1,1.33
station3,25-03-2022 08:39,59.4,7.9,0.6,35.07,3.0,244.7,1.57
station3,25-03-2022 08:59,84.1,7.8,0.8,39.62,4.9,107.0,1.02
station3,25-03-2022 09:19,80.1,8.3,1.0,38.83,2.3,134.5,1.81
station3,25-03-2022 09:39,52.2,7.1,0.4,36.44,3.5,235.3,1.08
station3,25-03-2022 09:59,49.0,6.8,0.2,21.99,3.2,115.4,1.59
station3,25-03-2022 10:19,85.2,9.1,0.9,28.21,2.4,239.1,1.19
station3,25-03-2022 10:39,55.1,6.1,0.8,38.83,1.8,260.7,1.01
station3,25-03-2022 10:59,58.2,6.1,0.4,21.77,6.0,124.9,1.44
station3,25-03-2022 11:19,68.8,7.5,0.2,35.89,5.6,192.6,1.36
station3,25-03-2022 11:39,87.6,8.9,0.2,27.47,5.6,197.0,1.78
station3,25-03-2022 11:59,54.2,8.2,0.4,28.15,5.9,114.1,1.97
station3,25-03-2022 12:19,37.2,7.4,0.8,39.33,4.0,186.1,1.49
station3,25-03-2022 12:39,35.0,7.4,0.5,24.15,3.1,175.8,1.61
station3,25-03-2022 12:59,67.1,7.3,1.0,37.64,3.2,203.1,1.53
station3,25-03-2022 13:19,52.5,7.3,0.8,38.39,1.8,130.5,0.83
station3,25-03-2022 13:39,51.6,7.1,0.3,39.5,2.4,206.3,0.84
station3,25-03-2022 13:59,92.9,9.0,0.7,22.22,4.3,100.6,1.49
station3,25-03-2022 14:19,71.0,6.3,1.0,39.88,3.9,96.8,1.44
station3,25-03-2022 14:39,64.0,8.0,0.8,34.78,3.5,145.6,1.1
station3,25-03-2022 14:59,72.7,7.6,0.7,33.8,4.1,185.7,1.18
station3,25-03-2022 15:19,57.7,6.6,0.6,34.98,3.6,163.1,1.95
station3,25-03-2022 15:39,43.7,7.6,0.8,37.37,3.6,268.1,1.49
station3,25-03-2022 15:59,46.7,9.2,0.4,32.43,1.9,267.7,1.21
station3,25-03-2022 16:19,54.6,7.0,0.3,23.65,5.9,182.6,1.38
station3,25-03-2022 16:39,59.1,8.0,0.5,34.87,1.3,195.2,1.85
station3,25-03-2022 16:59,92.5,8.6,0.3,34.75,5.0,218.0,1.6
station3,25-03-2022 17:19,65.5,7.7,0.5,36.93,5.3,295.3,0.86
station3,25-03-2022 17:39,47.5,8.5,0.3,35.39,4.3,103.2,1.7
station3,25-03-2022 17:59,63.9,8.7,0.5,23.43,5.9,280.9,1.62
station3,25-03-2022 18:19,69.6,7.1,0.8,26.56,1.5,220.5,0.93
station3,25-03-2022 18:39,50.1,8.3,0.7,30.87,3.8,294.5,0.92
station3,25-03-2022 18:59,96.5,7.4,0.6,35.26,6.0,127.8,0.93
station3,25-03-2022 19:19,38.1,7.0,0.9,31.7,5.3,261.4,1.78
station3,25-03-2022 19:39,54.8,8.4,0.2,35.97,2.4,117.0,0.91
station3,25-03-2022 19:59,46.7,7.2,0.7,35.37,1.6,179.2,1.94
station3,25-03-2022 20:19,33.6,7.8,0.4,29.11,1.9,227.4,1.03
station3,25-03-2022 20:39,64.3,7.0,0.9,29.34,2.5,250.0,1.53
station3,25-03-2022 20:59,66.0,6.3,0.5,36.52,5.9,126.4,1.46
station3,25-03-2022 21:19,99.1,7.9,0.7,23.44,1.8,209.4,0.95
station3,25-03-2022 21:39,97.8,8.1,0.7,23.65,4.5,130.9,1.36
station3,25-03-2022 21:59,44.8,6.7,1.0,34.11,3.8,293.9,1.66
station3,25-03-2022 22:19,71.4,8.1,0.8,33.24,3.7,296.0,1.42
station3,25-03-2022 22:39,86.4,7.9,0.3,21.91,5.3,171.2,1.61
station3,25-03-2022 22:59,91.6,8.4,0.4,31.24,3.9,150.2,1.26
station3,25-03-2022 23:19,79.5,7.3,0.8,32.4,3.2,284.8,1.75
station3,25-03-2022 23:39,71.5,7.0,1.0,24.96,1.8,106.6,1.04
station3,25-03-2022 23:59,56.1,7.4,0.3,23.49,5.6,267.0,0.95
station3,26-03-2022 00:19,94.4,9.2,1.0,22.48,3.5,192.3,1.43
station3,26-03-2022 00:39,34.7,6.9,0.4,28.0,1.7,195.0,0.97
station3,26-03-2022 00:59,80.9,7.7,0.7,30.98,2.8,155.0,1.22
station3,26-03-2022 01:19,95.7,7.5,0.3,34.2,3.8,253.3,1.5
station3,26-03-2022 01:39,56.2,9.1,0.4,23.42,4.6,158.6,0.99
station3,26-03-2022 01:59,39.1,7.2,0.2,28.56,1.1,164.8,1.95
station3,26-03-2022 02:19,78.9,6.3,0.9,37.24,3.0,91.8,1.69
station3,26-03-2022 02:39,82.5,7.1,0.3,34.29,1.7,282.4,1.32
station3,26-03-2022 02:59,71.1,7.3,0.2,23.66,1.3,122.4,1.34
station3,26-03-2022 03:19,66.6,6.9,0.6,26.7,5.1,266.7,1.78
station3,26-03-2022 03:39,56.6,8.2,0.7,37.18,4.0,294.3,1.33
station3,26-03-2022 03:59,56.9,8.1,0.2,35.34,3.4,124.9,0.98
station3,26-03-2022 04:19,67.4,8.5,0.2,22.73,3.1,148.1,0.82
station3,26-03-2022 04:39,69.7,7.6,0.9,24.83,3.4,198.9,1.39
station3,26-03-2022 04:59,38.5,6.4,0.4,31.91,1.9,239.2,0.87
station3,26-03-2022 05:19,85.0,7.8,0.6,24.13,2.2,248.8,1.56
station3,26-03-2022 05:39,76.1,6.9,0.7,25.17,2.8,123.8,1.72
station3,26-03-2022 05:59,93.4,8.3,0.9,25.5,5.1,118.7,2.0
station3,26-03-2022 06:19,87.4,7.6,0.3,35.67,2.5,131.4,0.86
station3,26-03-2022 06:39,77.9,6.6,1.0,30.25,5.7,237.5,1.58
station3,26-03-2022 06:59,51.1,6.7,0.8,24.36,5.8,183.8,0.98
station3,26-03-2022 07:19,82.8,8.5,0.9,25.32,5.6,194.0,1.33
station3,26-03-2022 07:39,77.7,6.2,0.4,28.44,1.5,262.3,1.15
station3,26-03-2022 07:59,50.0,8.1,0.9,24.2,3.4,175.2,1.21
station3,26-03-2022 08:19,54.9,6.3,0.9,26.37,5.9,295.1,1.67
station3,26-03-2022 08:39,78.1,8.6,1.0,24.29,1.3,111.7,1.77
station3,26-03-2022 08:59,69.4,7.9,0.4,26.5,2.6,110.6,1.09
station3,26-03-2022 09:19,47.7,8.5,1.0,25.76,6.0,99.5,1.91
station3,26-03-2022 09:39,95.3,8.8,0.3,31.51,6.1,226.3,1.06
station3,26-03-2022 09:59,65.0,8.9,0.6,21.75,4.6,248.4,1.79
station3,26-03-2022 10:19,58.2,6.3,0.6,35.8,4.9,195.7,1.95
station3,26-03-2022 10:39,54.1,8.1,0.7,32.81,3.7,198.1,1.43
station3,26-03-2022 10:59,68.7,7.1,0.2,37.73,3.8,164.0,1.33
station3,26-03-2022 11:19,36.6,9.0,0.5,29.47,1.1,193.9,1.29
station3,26-03-2022 11:39,69.3,8.7,0.4,21.96,2.7,103.8,1.08
station3,26-03-2022 11:59,60.3,8.4,0.6,35.46,5.3,293.3,0.8
station3,26-03-2022 12:19,57.5,7.6,0.9,28.0,5.7,110.5,1.67
station3,26-03-2022 12:39,99.7,8.3,0.2,26.88,3.7,95.2,1.79
station3,26-03-2022 12:59,31.7,8.5,1.0,24.87,1.3,239.3,1.83
station3,26-03-2022 13:19,45.4,7.5,0.7,26.75,4.4,126.0,1.31
station3,26-03-2022 13:39,98.3,8.7,0.3,35.05,6.1,240.4,1.63
station3,26-03-2022 13:59,37.7,8.5,0.3,31.71,4.1,127.0,1.54
station3,26-03-2022 14:19,62.8,9.0,0.5,38.61,3.3,133.3,1.69
station3,26-03-2022 14:39,68.6,8.8,0.4,27.23,2.9,160.1,1.69
station3,26-03-2022 14:59,31.0,6.3,0.6,25.59,3.3,298.3,0.99
station3,26-03-2022 15:19,34.0,6.4,0.3,35.57,2.8,237.5,1.7
station3,26-03-2022 15:39,55.4,6.5,0.7,29.01,4.0,104.3,0.88
station3,26-03-2022 15:59,68.7,7.5,0.2,36.71,6.2,258.0,1.23
station3,26-03-2022 16:19,71.5,8.4,0.5,36.28,4.7,99.1,1.7
station3,26-03-2022 16:39,37.6,6.5,0.8,34.5,4.6,118.7,1.84
station3,26-03-2022 16:59,88.8,6.9,0.6,29.74,4.2,291.2,1.96
station3,26-03-2022 17:19,54.9,7.6,0.6,37.02,1.2,173.1,1.46
station3,26-03-2022 17:39,34.8,8.4,0.6,27.77,5.8,120.0,1.49
station3,26-03-2022 17:59,79.9,8.6,0.6,34.48,5.1,184.6,1.75
station3,26-03-2022 18:19,31.7,9.1,0.8,30.24,4.4,150.2,1.49
station3,26-03-2022 18:39,82.9,9.0,0.4,33.69,2.5,207.8,1.82
station3,26-03-2022 18:59,36.0,6.3,0.4,31.33,5.1,247.0,1.72
station3,26-03-2022 19:19,33.8,6.9,0.4,39.36,5.9,153.7,1.79
station3,26-03-2022 19:39,99.6,8.1,0.3,21.03,3.9,274.6,1.33
station3,26-03-2022 19:59,82.9,7.2,0.8,26.53,5.6,108.7,0.85
station3,26-03-2022 20:19,50.2,8.4,0.7,25.59,2.4,93.7,0.94
station3,26-03-2022 20:39,75.4,7.7,0.7,30.7,3.1,140.6,1.5
station3,26-03-2022 20:59,79.4,6.1,0.2,31.66,2.3,123.3,0.98
station3,26-03-2022 21:19,43.0,8.5,0.6,34.33,3.1,285.7,1.6
station3,26-03-2022 21:39,58.9,6.2,0.7,24.93,2.6,162.1,1.84
station3,26-03-2022 21:59,62.1,6.7,0.2,34.35,3.9,184.1,1.09
station3,26-03-2022 22:19,69.4,8.0,0.6,23.03,4.6,266.9,0.89
station3,26-03-2022 22:39,85.4,8.2,0.7,21.72,5.5,148.7,1.77
station3,26-03-2022 22:59,93.4,6.7,0.4,31.58,5.4,122.8,1.91
station3,26-03-2022 23:19,65.4,8.1,1.0,30.59,3.1,125.0,1.27
station3,26-03-2022 23:39,64.8,8.2,0.4,35.5,6.2,181.4,1.16
station3,26-03-2022 23:59,75.7,8.8,0.7,21.99,1.3,190.0,1.81
station3,27-03-2022 00:19,31.4,7.9,0.4,27.87,4.8,256.2,1.1
station3,27-03-2022 00:39,40.3,6.8,1.0,38.19,1.7,211.8,1.07
station3,27-03-2022 00:59,54.3,7.6,0.4,26.38,2.0,239.5,1.54
station3,27-03-2022 01:19,39.0,7.3,0.5,29.37,4.7,240.6,1.11
station3,27-03-2022 01:39,52.0,7.8,0.2,23.7,5.4,140.2,0.9
station3,27-03-2022 01:59,47.8,8.0,0.6,27.44,4.8,121.9,1.94
station3,27-03-2022 02:19,81.7,8.6,0.4,32.53,1.2,94.4,1.04
station3,27-03-2022 02:39,60.4,6.8,0.2,21.9,5.1,97.0,1.88
station3,27-03-2022 02:59,56.1,7.0,0.6,37.02,3.7,192.5,1.73
station3,27-03-2022 03:19,70.9,7.0,1.0,34.42,4.5,266.1,1.49
station3,27-03-2022 03:39,53.5,7.2,0.2,31.49,3.2,166.1,1.22
station3,27-03-2022 03:59,53.1,9.2,1.0,31.2,1.9,188.7,1.95
station3,27-03-2022 04:19,42.6,9.0,1.0,30.25,2.3,187.3,1.48
station3,27-03-2022 04:39,41.3,6.6,1.0,33.12,2.0,145.2,1.83
station3,27-03-2022 04:59,69.6,7.6,0.7,34.08,1.3,238.1,1.54
station3,27-03-2022 05:19,44.3,8.3,0.8,29.55,4.7,136.0,1.15
station3,27-03-2022 05:39,77.4,8.8,0.7,37.18,4.6,100.3,0.94
station3,27-03-2022 05:59,73.4,6.9,0.6,26.64,3.7,210.3,1.18
station3,27-03-2022 06:19,47.2,8.3,0.2,33.77,2.5,96.2,1.6
station3,27-03-2022 06:39,32.5,6.8,0.8,28.43,2.7,151.0,1.62
station3,27-03-2022 06:59,61.1,7.6,0.6,37.41,5.9,163.4,1.14
station3,27-03-2022 07:19,51.9,8.9,0.6,21.9,5.1,268.8,1.88
station3,27-03-2022 07:39,92.2,8.8,0.7,37.57,2.3,101.1,1.71
station3,27-03-2022 07:59,75.7,8.9,0.3,22.23,3.8,255.6,1.94
station3,27-03-2022 08:19,48.5,7.7,0.7,24.05,1.3,277.3,1.56
station3,27-03-2022 08:39,48.0,7.5,0.9,23.67,3.8,200.8,1.25
station3,27-03-2022 08:59,84.4,6.6,0.9,38.08,1.8,200.4,1.74
station3,27-03-2022 09:19,83.5,8.5,0.2,28.15,2.6,185.7,1.11
station3,27-03-2022 09:39,65.8,8.5,0.5,35.25,1.3,155.3,1.31
station3,27-03-2022 09:59,60.3,9.0,0.6,37.41,6.1,154.4,1.0
station3,27-03-2022 10:19,79.9,8.7,0.2,36.32,3.1,137.9,1.77
station3,27-03-2022 10:39,31.9,9.2,0.4,29.25,1.6,136.0,1.1
station3,27-03-2022 10:59,43.7,8.3,0.4,22.49,5.1,211.5,1.81
station3,27-03-2022 11:19,89.7,7.0,0.9,28.83,1.0,116.8,1.57
station3,27-03-2022 11:39,36.8,8.0,0.9,37.52,4.6,145.4,1.58
station3,27-03-2022 11:59,46.9,6.9,0.7,21.19,1.3,94.2,0.85
station3,27-03-2022 12:19,49.1,6.6,0.9,21.41,2.6,95.8,1.28
station3,27-03-2022 12:39,68.7,6.5,0.2,31.54,2.9,283.7,1.86
station3,27-03-2022 12:59,73.1,7.2,0.8,30.77,5.3,106.1,1.0
station3,27-03-2022 13:19,97.3,8.4,1.0,21.77,4.5,199.7,1.54
station3,27-03-2022 13:39,80.3,7.9,0.6,26.51,5.2,231.9,1.12
station3,27-03-2022 13:59,81.7,8.7,0.9,29.3,1.2,157.4,1.42
station3,27-03-2022 14:19,61.4,9.0,0.9,34.15,4.1,163.6,1.76
station3,27-03-2022 14:39,75.2,9.0,0.2,35.88,1.1,219.0,1.42
station3,27-03-2022 14:59,65.4,9.1,1.0,26.61,3.2,233.6,1.52
station3,27-03-2022 15:19,47.4,8.0,0.3,37.46,4.3,126.6,1.48
station3,27-03-2022 15:39,99.3,8.0,0.6,32.25,6.1,279.5,1.78
station3,27-03-2022 15:59,43.8,7.2,0.4,22.23,5.0,292.0,1.41
station3,27-03-2022 16:19,79.4,7.2,0.6,34.88,1.8,163.6,1.6
station3,27-03-2022 16:39,48.9,8.7,0.2,32.59,6.2,159.5,1.46
station3,27-03-2022 16:59,90.4,7.4,0.8,24.85,1.2,104.7,1.3
station3,27-03-2022 17:19,56.8,7.3,0.5,24.4,2.5,248.5,2.0
station3,27-03-2022 17:39,83.4,7.4,0.3,26.6,3.7,173.5,1.7
station3,27-03-2022 17:59,82.5,6.3,0.5,36.66,2.5,195.0,0.87
station3,27-03-2022 18:19,56.9,8.6,0.2,29.67,2.8,170.6,1.24
station3,27-03-2022 18:39,59.8,6.4,0.4,31.8,1.0,275.4,1.64
